0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.490115,0.613587,0.619111,0,-0.386389,-0.483738,0.785303,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|0.490115,0.613587,0.619111,0,0.781341,-0.624105,-6.46278e-06,0,0.386386,0.48374,-0.785303,0,0,0,0,1|0.490115,0.613587,0.619111,0,0.781341,-0.624105,-6.46278e-06,0,0.386386,0.48374,-0.785303,0,0.0965966,0.120935,-0.196326,1|0.490115,0.613587,0.619111,0,0.386383,0.483742,-0.785303,0,-0.781342,0.624103,9.30557e-06,0,0.0965966,0.120935,-0.196326,1|0.490115,0.613587,0.619111,0,0.386383,0.483742,-0.785303,0,-0.781342,0.624103,9.30557e-06,0,-0.0987389,0.276961,-0.196324,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.490115,0.613587,0.619111,0,-0.386389,-0.483738,0.785303,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|0.920114,-0.261233,0.291799,0,-0.063992,-0.835316,-0.546033,0,0.386386,0.48374,-0.785303,0,0,0,0,1|0.920114,-0.261233,0.291799,0,-0.063992,-0.835316,-0.546033,0,0.386386,0.48374,-0.785303,0,0.0965966,0.120935,-0.196326,1|0.920114,-0.261233,0.291799,0,0.386386,0.483743,-0.785301,0,0.0639906,0.835314,0.546036,0,0.0965966,0.120935,-0.196326,1|0.920114,-0.261233,0.291799,0,0.386386,0.483743,-0.785301,0,0.0639906,0.835314,0.546036,0,0.112594,0.329764,-0.0598169,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.490115,0.613587,0.619111,0,-0.386389,-0.483738,0.785303,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|-0.391723,-0.684757,-0.614541,0,-0.83502,0.545071,-0.0750889,0,0.386386,0.48374,-0.785303,0,0,0,0,1|-0.391723,-0.684757,-0.614541,0,-0.83502,0.545071,-0.0750889,0,0.386386,0.48374,-0.785303,0,0.0965965,0.120935,-0.196326,1|-0.391723,-0.684757,-0.614541,0,0.386389,0.483738,-0.785303,0,0.835019,-0.545073,0.0750918,0,0.0965965,0.120935,-0.196326,1|-0.391723,-0.684757,-0.614541,0,0.386389,0.483738,-0.785303,0,0.835019,-0.545073,0.0750918,0,0.305351,-0.0153333,-0.177553,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.490115,0.613587,0.619111,0,-0.386389,-0.483738,0.785303,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|-0.567652,0.795795,0.210906,0,0.726964,0.364288,0.58208,0,0.386386,0.48374,-0.785303,0,0,0,0,1|-0.567652,0.795795,0.210906,0,0.726964,0.364288,0.58208,0,0.386386,0.48374,-0.785303,0,0.0965966,0.120935,-0.196326,1|-0.567652,0.795795,0.210906,0,0.386384,0.483739,-0.785305,0,-0.726965,-0.36429,-0.582077,0,0.0965966,0.120935,-0.196326,1|-0.567652,0.795795,0.210906,0,0.386384,0.483739,-0.785305,0,-0.726965,-0.36429,-0.582077,0,-0.0851448,0.0298626,-0.341845,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.490115,0.613587,0.619111,0,-0.386389,-0.483738,0.785303,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|0.269962,0.754826,0.597794,0,0.881944,-0.442982,0.161063,0,0.386386,0.48374,-0.785303,0,0,0,0,1|0.269962,0.754826,0.597794,0,0.881944,-0.442982,0.161063,0,0.386386,0.48374,-0.785303,0,0.0965966,0.120935,-0.196326,1|0.269962,0.754826,0.597794,0,0.386383,0.483741,-0.785304,0,-0.881946,0.44298,-0.16106,0,0.0965966,0.120935,-0.196326,1|0.269962,0.754826,0.597794,0,0.386383,0.483741,-0.785304,0,-0.881946,0.44298,-0.16106,0,-0.12389,0.23168,-0.236591,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.198212,0.248143,0.948228,0,-0.591794,-0.740889,0.31759,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|0.771398,-0.634857,-0.043619,0,-0.233941,-0.219175,-0.947224,0,0.591792,0.740891,-0.31759,0,0,0,0,1|0.771398,-0.634857,-0.043619,0,-0.233941,-0.219175,-0.947224,0,0.591792,0.740891,-0.31759,0,0.147948,0.185223,-0.0793974,1|0.771398,-0.634857,-0.043619,0,0.591793,0.740892,-0.317586,0,0.233939,0.219172,0.947226,0,0.147948,0.185223,-0.0793974,1|0.771398,-0.634857,-0.043619,0,0.591793,0.740892,-0.317586,0,0.233939,0.219172,0.947226,0,0.206433,0.240016,0.157409,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|-0.482916,-0.604574,-0.633468,0,0.39535,0.494955,-0.773769,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|0.339288,0.704131,0.623765,0,-0.853569,0.509137,-0.110448,0,-0.395352,-0.494953,0.773768,0,0,0,0,1|0.339288,0.704131,0.623765,0,-0.853569,0.509137,-0.110448,0,-0.395352,-0.494953,0.773768,0,-0.0988381,-0.123738,0.193442,1|0.339288,0.704131,0.623765,0,-0.395349,-0.494955,0.773769,0,0.853571,-0.509136,0.110446,0,-0.0988381,-0.123738,0.193442,1|0.339288,0.704131,0.623765,0,-0.395349,-0.494955,0.773769,0,0.853571,-0.509136,0.110446,0,0.114555,-0.251022,0.221054,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.39013,0.488421,-0.78054,0,0.487142,0.609865,0.625106,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|-0.861088,0.454808,0.227327,0,0.145665,0.649012,-0.746703,0,-0.487145,-0.609863,-0.625106,0,0,0,0,1|-0.861088,0.454808,0.227327,0,0.145665,0.649012,-0.746703,0,-0.487145,-0.609863,-0.625106,0,-0.121786,-0.152466,-0.156276,1|-0.861088,0.454808,0.227327,0,-0.487145,-0.609865,-0.625103,0,-0.145663,-0.64901,0.746705,0,-0.121786,-0.152466,-0.156276,1|-0.861088,0.454808,0.227327,0,-0.487145,-0.609865,-0.625103,0,-0.145663,-0.64901,0.746705,0,-0.158202,-0.314718,0.0303998,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.313504,0.392481,0.864681,0,-0.539652,-0.67561,0.502321,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|0.552154,0.166386,0.816971,0,0.635535,-0.718236,-0.283252,0,0.539649,0.675613,-0.502321,0,0,0,0,1|0.552154,0.166386,0.816971,0,0.635535,-0.718236,-0.283252,0,0.539649,0.675613,-0.502321,0,0.134912,0.168903,-0.12558,1|0.552154,0.166386,0.816971,0,0.539646,0.675615,-0.50232,0,-0.635537,0.718234,0.283254,0,0.134912,0.168903,-0.12558,1|0.552154,0.166386,0.816971,0,0.539646,0.675615,-0.50232,0,-0.635537,0.718234,0.283254,0,-0.0239721,0.348462,-0.0547668,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.313504,0.392481,0.864681,0,-0.539652,-0.67561,0.502321,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|-0.723391,0.0668817,-0.687192,0,-0.430679,0.734217,0.524825,0,0.539649,0.675613,-0.502321,0,0,0,0,1|-0.723391,0.0668817,-0.687192,0,-0.430679,0.734217,0.524825,0,0.539649,0.675613,-0.502321,0,0.134912,0.168903,-0.12558,1|-0.723391,0.0668817,-0.687191,0,0.53965,0.67561,-0.502323,0,0.430677,-0.734219,-0.524823,0,0.134912,0.168903,-0.12558,1|-0.723391,0.0668817,-0.687191,0,0.53965,0.67561,-0.502323,0,0.430677,-0.734219,-0.524823,0,0.242582,-0.0146517,-0.256786,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.313504,0.392481,0.864681,0,-0.539652,-0.67561,0.502321,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|-0.534442,0.735934,0.41566,0,0.6505,0.0441515,0.758222,0,0.539649,0.675613,-0.502321,0,0,0,0,1|-0.534442,0.735934,0.41566,0,0.6505,0.0441515,0.758222,0,0.539649,0.675613,-0.502321,0,0.134912,0.168903,-0.12558,1|-0.534442,0.735933,0.41566,0,0.539646,0.675612,-0.502324,0,-0.650502,-0.0441539,-0.75822,0,0.134912,0.168903,-0.12558,1|-0.534442,0.735933,0.41566,0,0.539646,0.675612,-0.502324,0,-0.650502,-0.0441539,-0.75822,0,-0.0277133,0.157865,-0.315135,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.313504,0.392481,0.864681,0,-0.539652,-0.67561,0.502321,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|0.70489,-0.0363469,0.708385,0,0.460336,-0.73636,-0.495847,0,0.539649,0.675613,-0.502321,0,0,0,0,1|0.70489,-0.0363469,0.708385,0,0.460336,-0.73636,-0.495847,0,0.539649,0.675613,-0.502321,0,0.134912,0.168903,-0.12558,1|0.70489,-0.0363469,0.708385,0,0.539647,0.675615,-0.50232,0,-0.460338,0.736358,0.495849,0,0.134912,0.168903,-0.12558,1|0.70489,-0.0363469,0.708385,0,0.539647,0.675615,-0.50232,0,-0.460338,0.736358,0.495849,0,0.0198277,0.352993,-0.0016181,1||
0.624107,0.781339,0,0,-0.781339,0.624107,0,0,0,0,1,0,0,0,0,1|0.313504,0.392481,0.864681,0,-0.539652,-0.67561,0.502321,0,0.781339,-0.624107,-3.61999e-06,0,0,0,0,1|0.108531,-0.647508,-0.75429,0,-0.834865,0.352534,-0.422752,0,0.539649,0.675613,-0.502321,0,0,0,0,1|0.108531,-0.647508,-0.75429,0,-0.834865,0.352534,-0.422752,0,0.539649,0.675613,-0.502321,0,0.134912,0.168903,-0.12558,1|0.108531,-0.647508,-0.75429,0,0.539652,0.675611,-0.50232,0,0.834863,-0.352537,0.422754,0,0.134912,0.168903,-0.12558,1|0.108531,-0.647508,-0.75429,0,0.539652,0.675611,-0.50232,0,0.834863,-0.352537,0.422754,0,0.343628,0.080769,-0.0198918,1||
-0.8111,0.584908,0,0,-0.584908,-0.8111,0,0,0,0,1,0,0,0,0,1|-0.407431,0.293814,0.864681,0,0.701344,-0.505757,0.502321,0,0.584908,0.8111,-3.61999e-06,0,0,0,0,1|0.641384,0.140258,-0.75429,0,-0.311031,-0.851199,-0.422752,0,-0.701346,0.505754,-0.502321,0,0,0,0,1|0.641384,0.140258,-0.75429,0,-0.311031,-0.851199,-0.422752,0,-0.701346,0.505754,-0.502321,0,-0.175336,0.126439,-0.12558,1|0.641384,0.140258,-0.75429,0,-0.701345,0.505757,-0.50232,0,0.311033,0.851197,0.422754,0,-0.175336,0.126439,-0.12558,1|0.641384,0.140258,-0.75429,0,-0.701345,0.505757,-0.50232,0,0.311033,0.851197,0.422754,0,-0.0975781,0.339238,-0.0198918,1||
-0.937557,-0.347831,0,0,0.347831,-0.937557,0,0,0,0,1,0,0,0,0,1|-0.470956,-0.17472,0.864681,0,0.810687,0.300764,0.502321,0,-0.347831,0.937557,-3.61999e-06,0,0,0,0,1|0.240768,0.6108,-0.75429,0,0.533684,-0.732436,-0.422752,0,-0.810686,-0.300768,-0.502321,0,0,0,0,1|0.240768,0.6108,-0.75429,0,0.533684,-0.732436,-0.422752,0,-0.810686,-0.300768,-0.502321,0,-0.202672,-0.0751919,-0.12558,1|0.240768,0.6108,-0.75429,0,-0.810688,-0.300765,-0.50232,0,-0.533681,0.732437,0.422754,0,-0.202672,-0.0751919,-0.12558,1|0.240768,0.6108,-0.75429,0,-0.810688,-0.300765,-0.50232,0,-0.533681,0.732437,0.422754,0,-0.336092,0.107917,-0.0198918,1||
0.163751,-0.986502,0,0,0.986502,0.163751,0,0,0,0,1,0,0,0,0,1|-0.162883,0.981276,-0.102791,0,0.0168356,-0.101403,-0.994703,0,-0.986502,-0.163751,-3.61999e-06,0,0,0,0,1|-0.34023,-0.936057,0.0896675,0,0.940192,-0.336918,0.0502562,0,-0.016832,0.101403,0.994703,0,0,0,0,1|-0.34023,-0.936057,0.0896675,0,0.940192,-0.336918,0.0502562,0,-0.016832,0.101403,0.994703,0,-0.00420801,0.0253508,0.248676,1|-0.34023,-0.936057,0.0896675,0,-0.0168354,0.101405,0.994703,0,-0.940192,0.336918,-0.0502598,0,-0.00420801,0.0253508,0.248676,1|-0.34023,-0.936057,0.0896675,0,-0.0168354,0.101405,0.994703,0,-0.940192,0.336918,-0.0502598,0,-0.239256,0.10958,0.236111,1||
0.163751,-0.986502,0,0,0.986502,0.163751,0,0,0,0,1,0,0,0,0,1|0.0503025,-0.303022,-0.951655,0,0.155833,-0.938809,0.307169,0,-0.986502,-0.163751,-3.61999e-06,0,0,0,0,1|-0.526198,0.184277,0.830155,0,0.835962,0.290994,0.465284,0,-0.155829,0.93881,-0.307169,0,0,0,0,1|-0.526198,0.184277,0.830155,0,0.835962,0.290994,0.465284,0,-0.155829,0.93881,-0.307169,0,-0.0389573,0.234702,-0.0767923,1|-0.526198,0.184277,0.830155,0,-0.155832,0.938809,-0.307171,0,-0.835962,-0.290998,-0.465283,0,-0.0389573,0.234702,-0.0767923,1|-0.526198,0.184277,0.830155,0,-0.155832,0.938809,-0.307171,0,-0.835962,-0.290998,-0.465283,0,-0.247948,0.161953,-0.193113,1||
0.163751,-0.986502,0,0,0.986502,0.163751,0,0,0,0,1,0,0,0,0,1|0.155361,-0.935969,0.315949,0,-0.0517403,0.311684,0.948776,0,-0.986502,-0.163751,-3.61999e-06,0,0,0,0,1|-0.617844,0.736414,-0.275616,0,0.784596,0.600457,-0.154467,0,0.0517438,-0.311683,-0.948776,0,0,0,0,1|-0.617844,0.736414,-0.275616,0,0.784596,0.600457,-0.154467,0,0.0517438,-0.311683,-0.948776,0,0.012936,-0.0779208,-0.237194,1|-0.617844,0.736413,-0.275616,0,0.051741,-0.311685,-0.948776,0,-0.784597,-0.600456,0.15447,0,0.012936,-0.0779208,-0.237194,1|-0.617844,0.736413,-0.275616,0,0.051741,-0.311685,-0.948776,0,-0.784597,-0.600456,0.15447,0,-0.183213,-0.228035,-0.198576,1||
0.163751,-0.986502,0,0,0.986502,0.163751,0,0,0,0,1,0,0,0,0,1|0.0211127,-0.127214,0.991651,0,-0.162384,0.978265,0.128954,0,-0.986502,-0.163751,-3.61999e-06,0,0,0,0,1|-0.500734,0.0309101,-0.865049,0,0.850233,0.205045,-0.484831,0,0.162387,-0.978264,-0.128954,0,0,0,0,1|-0.500734,0.0309101,-0.865049,0,0.850233,0.205045,-0.484831,0,0.162387,-0.978264,-0.128954,0,0.0405968,-0.244566,-0.0322384,1|-0.500734,0.0309101,-0.865049,0,0.162384,-0.978265,-0.128952,0,-0.850233,-0.205041,0.484832,0,0.0405968,-0.244566,-0.0322384,1|-0.500734,0.0309101,-0.865049,0,0.162384,-0.978265,-0.128952,0,-0.850233,-0.205041,0.484832,0,-0.171961,-0.295826,0.0889695,1||
0.163751,-0.986502,0,0,0.986502,0.163751,0,0,0,0,1,0,0,0,0,1|-0.157371,0.948061,0.27643,0,-0.0452622,0.272699,-0.961034,0,-0.986502,-0.163751,-3.61999e-06,0,0,0,0,1|-0.345038,-0.907084,-0.241139,0,0.937497,-0.320678,-0.135151,0,0.0452657,-0.272699,0.961034,0,0,0,0,1|-0.345038,-0.907084,-0.241139,0,0.937497,-0.320678,-0.135151,0,0.0452657,-0.272699,0.961034,0,0.0113164,-0.0681747,0.240258,1|-0.345038,-0.907084,-0.241138,0,0.0452623,-0.272698,0.961034,0,-0.937497,0.320679,0.135148,0,0.0113164,-0.0681747,0.240258,1|-0.345038,-0.907084,-0.241138,0,0.0452623,-0.272698,0.961034,0,-0.937497,0.320679,0.135148,0,-0.223058,0.011995,0.274045,1||
0.163751,-0.986502,0,0,0.986502,0.163751,0,0,0,0,1,0,0,0,0,1|0.0145859,-0.0878498,-0.996027,0,0.1631,-0.982582,0.0890524,0,-0.986502,-0.163751,-3.61999e-06,0,0,0,0,1|-0.495041,-0.00342468,0.868863,0,0.853425,0.185793,0.486978,0,-0.163096,0.982583,-0.0890524,0,0,0,0,1|-0.495041,-0.00342468,0.868863,0,0.853425,0.185793,0.486978,0,-0.163096,0.982583,-0.0890524,0,-0.040774,0.245646,-0.0222631,1|-0.495041,-0.00342468,0.868863,0,-0.163099,0.982582,-0.0890542,0,-0.853424,-0.185796,-0.486977,0,-0.040774,0.245646,-0.0222631,1|-0.495041,-0.00342468,0.868863,0,-0.163099,0.982582,-0.0890542,0,-0.853424,-0.185796,-0.486977,0,-0.25413,0.199197,-0.144007,1||
0.163751,-0.986502,0,0,0.986502,0.163751,0,0,0,0,1,0,0,0,0,1|0.143827,-0.866483,0.478038,0,-0.0782821,0.471585,0.878339,0,-0.986502,-0.163751,-3.61999e-06,0,0,0,0,1|-0.607782,0.675798,-0.41701,0,0.790236,0.566484,-0.233715,0,0.0782857,-0.471584,-0.878339,0,0,0,0,1|-0.607782,0.675798,-0.41701,0,0.790236,0.566484,-0.233715,0,0.0782857,-0.471584,-0.878339,0,0.0195714,-0.117896,-0.219585,1|-0.607782,0.675798,-0.41701,0,0.0782828,-0.471586,-0.878338,0,-0.790236,-0.566483,0.233718,0,0.0195714,-0.117896,-0.219585,1|-0.607782,0.675798,-0.41701,0,0.0782828,-0.471586,-0.878338,0,-0.790236,-0.566483,0.233718,0,-0.177988,-0.259517,-0.161155,1||
0.610782,0.791799,0,0,-0.791799,0.610782,0,0,0,0,1,0,0,0,0,1|-0.535093,-0.69368,0.482165,0,-0.2945,-0.381776,-0.87608,0,0.791799,-0.610782,-3.61999e-06,0,0,0,0,1|0.853902,0.306497,-0.420607,0,-0.429095,0.871955,-0.235738,0,0.294497,0.381778,0.87608,0,0,0,0,1|0.853902,0.306497,-0.420607,0,-0.429095,0.871955,-0.235738,0,0.294497,0.381778,0.87608,0,0.0736244,0.0954444,0.21902,1|0.853902,0.306497,-0.420607,0,0.294499,0.381775,0.876081,0,0.429094,-0.871956,0.235735,0,0.0736244,0.0954444,0.21902,1|0.853902,0.306497,-0.420607,0,0.294499,0.381775,0.876081,0,0.429094,-0.871956,0.235735,0,0.180898,-0.122545,0.277954,1||
